date,city,temperature,humidity,pressure,wind_speed,rainfall,weather_condition
2023-09-06,Delhi,23.0,68,1042,13.0,119.7,Foggy
2023-09-07,Delhi,19.1,79,1012,4.2,99.6,Foggy
2023-09-08,Ahmedabad,44.3,20,1030,15.5,130.0,Sunny
2023-09-09,Kolkata,27.3,84,1018,17.1,176.9,Stormy
2023-09-10,Chennai,26.8,57,1049,2.4,79.1,Foggy
2023-09-11,Delhi,30.8,55,989,19.5,197.7,Sunny
2023-09-12,Bangalore,31.5,96,1019,8.4,9.5,Rainy
2023-09-13,Mumbai,25.8,38,988,10.9,28.5,Foggy
2023-09-14,Ahmedabad,37.7,72,1000,8.1,69.7,Sunny
2023-09-15,Chennai,24.3,68,1037,11.3,176.2,Rainy
2023-09-16,Bangalore,26.8,77,985,21.6,78.7,Cloudy
2023-09-17,Jaipur,22.5,67,1034,3.2,50.2,Sunny
2023-09-18,Ahmedabad,35.5,52,1025,0.9,166.8,Cloudy
2023-09-19,Hyderabad,19.2,52,993,13.8,97.6,Stormy
2023-09-20,Pune,29.5,34,1034,14.7,102.9,Foggy
2023-09-21,Nagpur,28.5,41,1004,2.3,59.5,Rainy
2023-09-22,Kolkata,38.3,31,1001,10.5,92.2,Stormy
2023-09-23,Pune,41.7,25,989,17.0,11.9,Rainy
2023-09-24,Hyderabad,16.2,77,1044,22.7,5.2,Rainy
2023-09-25,Chennai,16.4,38,984,14.5,161.9,Cloudy
2023-09-26,Jaipur,20.2,97,984,9.2,196.2,Sunny
2023-09-27,Nagpur,15.3,59,1010,24.9,14.3,Sunny
2023-09-28,Ahmedabad,41.2,70,1003,24.9,84.3,Foggy
2023-09-29,Chennai,25.9,97,989,4.7,3.4,Sunny
2023-09-30,Nagpur,20.7,100,1023,20.8,86.6,Sunny
2023-10-01,Kolkata,25.7,77,992,9.4,46.1,Rainy
2023-10-02,Nagpur,36.0,42,1040,4.1,84.0,Rainy
2023-10-03,Hyderabad,34.9,58,1047,6.6,164.1,Cloudy
2023-10-04,Nagpur,39.9,50,998,19.5,52.0,Stormy
2023-10-05,Delhi,24.0,67,1038,22.9,57.6,Sunny
2023-10-06,Nagpur,28.5,43,1049,7.0,171.9,Rainy
2023-10-07,Kolkata,41.1,47,1045,6.6,26.7,Cloudy
2023-10-08,Nagpur,17.3,29,1007,18.2,2.9,Rainy
2023-10-09,Nagpur,41.6,88,1007,18.1,97.8,Foggy
2023-10-10,Ahmedabad,18.6,24,1009,1.0,189.0,Sunny
2023-10-11,Nagpur,33.6,38,1026,10.3,115.8,Foggy
2023-10-12,Ahmedabad,28.6,79,1041,1.1,187.0,Sunny
2023-10-13,Delhi,41.7,39,1011,5.1,164.7,Stormy
2023-10-14,Kolkata,17.4,53,1020,23.6,7.6,Rainy
2023-10-15,Nagpur,39.1,99,1050,0.6,1.6,Cloudy
2023-10-16,Hyderabad,22.8,26,1007,9.8,23.7,Sunny
2023-10-17,Hyderabad,29.8,61,1043,12.8,148.9,Foggy
2023-10-18,Kolkata,18.3,42,1003,7.1,103.8,Cloudy
2023-10-19,Delhi,27.3,51,1022,1.1,118.7,Cloudy
2023-10-20,Jaipur,15.9,72,1010,7.4,64.7,Foggy
2023-10-21,Chennai,15.8,35,981,22.0,5.0,Rainy
2023-10-22,Delhi,44.2,70,1006,18.9,191.9,Rainy
2023-10-23,Jaipur,33.4,35,1035,23.4,140.4,Foggy
2023-10-24,Ahmedabad,33.7,22,1050,11.3,76.8,Sunny
2023-10-25,Mumbai,17.4,55,988,13.3,52.1,Foggy
2023-10-26,Jaipur,23.1,71,986,21.7,73.3,Rainy
2023-10-27,Chennai,21.4,80,983,10.4,58.6,Cloudy
2023-10-28,Pune,30.8,36,1042,18.2,77.8,Rainy
2023-10-29,Delhi,21.0,37,1011,17.2,40.1,Cloudy
2023-10-30,Delhi,34.4,87,986,4.9,153.7,Rainy
2023-10-31,Hyderabad,34.4,49,1000,5.0,89.7,Cloudy
2023-11-01,Ahmedabad,22.1,21,1028,17.6,126.6,Cloudy
2023-11-02,Bangalore,34.5,76,1017,6.3,24.3,Rainy
2023-11-03,Bangalore,42.0,56,1005,23.8,56.7,Sunny
2023-11-04,Kolkata,36.6,32,1007,5.2,141.9,Rainy
2023-11-05,Hyderabad,16.4,40,998,18.0,41.7,Foggy
2023-11-06,Pune,33.1,89,1031,11.8,67.0,Rainy
2023-11-07,Bangalore,42.7,79,985,8.2,33.2,Cloudy
2023-11-08,Jaipur,29.6,47,1035,5.3,4.1,Cloudy
2023-11-09,Delhi,43.3,90,1001,0.8,115.6,Sunny
2023-11-10,Delhi,30.8,26,1050,24.6,130.6,Cloudy
2023-11-11,Ahmedabad,24.3,88,981,5.8,165.6,Stormy
2023-11-12,Kolkata,23.1,93,1029,11.6,191.0,Stormy
2023-11-13,Nagpur,27.3,77,1012,18.3,71.1,Cloudy
2023-11-14,Hyderabad,38.9,38,1035,16.8,181.5,Rainy
2023-11-15,Pune,35.9,90,998,4.6,35.9,Foggy
2023-11-16,Delhi,33.4,66,1002,0.9,43.5,Stormy
2023-11-17,Chennai,36.5,22,1020,21.1,119.2,Rainy
2023-11-18,Chennai,17.5,97,1039,14.6,158.5,Sunny
2023-11-19,Hyderabad,27.9,38,1022,8.0,66.8,Sunny
2023-11-20,Jaipur,39.4,59,1009,9.7,23.3,Foggy
2023-11-21,Mumbai,27.9,53,1004,9.3,161.1,Stormy
2023-11-22,Delhi,34.4,50,997,10.1,13.9,Sunny
2023-11-23,Jaipur,31.1,99,990,18.8,160.7,Cloudy
2023-11-24,Delhi,32.6,98,996,8.0,94.6,Rainy
2023-11-25,Nagpur,29.7,97,1019,15.9,188.0,Rainy
2023-11-26,Mumbai,39.7,37,1022,14.9,38.7,Rainy
2023-11-27,Nagpur,44.0,79,994,12.0,189.9,Cloudy
2023-11-28,Bangalore,24.0,79,1020,22.0,27.2,Cloudy
2023-11-29,Ahmedabad,44.0,36,986,20.4,0.3,Sunny
2023-11-30,Kolkata,19.6,22,1021,20.5,193.3,Stormy
2023-12-01,Bangalore,29.6,80,1028,2.4,89.6,Foggy
2023-12-02,Chennai,39.9,64,1027,16.3,149.1,Cloudy
2023-12-03,Bangalore,19.4,79,1037,16.0,71.9,Foggy
2023-12-04,Pune,32.6,20,987,0.3,149.5,Sunny
2023-12-05,Pune,32.7,56,1046,0.2,48.4,Sunny
2023-12-06,Bangalore,34.9,36,1007,10.9,197.0,Stormy
2023-12-07,Chennai,23.0,81,1024,10.2,148.0,Stormy
2023-12-08,Bangalore,17.6,63,1014,5.3,129.3,Foggy
2023-12-09,Bangalore,19.9,53,1031,12.4,28.1,Cloudy
2023-12-10,Mumbai,37.5,83,983,11.9,194.2,Foggy
2023-12-11,Mumbai,15.9,96,1045,10.6,164.1,Rainy
2023-12-12,Chennai,19.6,64,1029,21.5,186.4,Foggy
2023-12-13,Hyderabad,32.5,74,987,6.1,53.2,Sunny
2023-12-14,Pune,24.9,47,1019,5.1,153.6,Rainy
2023-12-15,Hyderabad,22.3,61,982,12.9,62.8,Foggy
2023-12-16,Chennai,29.3,45,995,14.5,54.5,Stormy
2023-12-17,Pune,36.9,31,1039,6.8,21.2,Stormy
2023-12-18,Bangalore,24.2,61,1041,1.5,47.9,Rainy
2023-12-19,Bangalore,23.9,34,1026,6.0,1.5,Cloudy
2023-12-20,Jaipur,42.4,54,1009,3.8,59.1,Stormy
2023-12-21,Mumbai,22.7,39,1019,24.3,184.3,Stormy
2023-12-22,Pune,27.7,45,1003,3.7,79.5,Cloudy
2023-12-23,Bangalore,36.2,77,1024,5.0,172.0,Cloudy
2023-12-24,Kolkata,31.9,22,1038,21.0,173.5,Rainy
2023-12-25,Pune,34.7,33,1047,2.2,98.5,Stormy
2023-12-26,Chennai,25.9,100,1022,15.2,109.1,Rainy
2023-12-27,Pune,35.6,78,1039,8.1,2.8,Cloudy
2023-12-28,Pune,16.7,95,1030,0.9,27.6,Rainy
2023-12-29,Nagpur,27.4,56,1021,16.5,182.7,Foggy
2023-12-30,Pune,33.3,50,1002,8.3,165.2,Foggy
2023-12-31,Jaipur,27.8,77,1035,6.4,16.4,Foggy
2023-01-01,Kolkata,16.8,95,985,12.0,151.0,Rainy
2023-01-02,Ahmedabad,37.2,84,993,14.4,151.9,Rainy
2023-01-03,Kolkata,27.0,21,981,24.4,78.1,Sunny
2023-01-04,Bangalore,34.7,42,986,16.9,42.8,Foggy
2023-01-05,Mumbai,40.2,39,1037,19.1,31.0,Cloudy
2023-01-06,Hyderabad,18.8,93,1037,19.3,116.7,Sunny
2023-01-07,Jaipur,39.1,43,1029,4.5,143.5,Foggy
2023-01-08,Jaipur,32.0,89,1001,17.0,102.2,Rainy
2023-01-09,Mumbai,15.2,71,1034,0.5,2.3,Rainy
2023-01-10,Nagpur,21.8,53,1005,23.0,137.2,Sunny
2023-01-11,Bangalore,19.5,70,984,0.9,124.5,Sunny
2023-01-12,Jaipur,28.6,51,1009,6.8,8.2,Sunny
2023-01-13,Jaipur,36.4,85,994,0.1,65.3,Rainy
2023-01-14,Chennai,29.9,43,990,17.5,71.7,Sunny
2023-01-15,Bangalore,17.9,68,1015,1.6,138.7,Cloudy
2023-01-16,Kolkata,27.2,44,1002,14.1,39.3,Foggy
2023-01-17,Jaipur,40.5,29,1036,22.8,77.0,Cloudy
2023-01-18,Bangalore,24.4,35,990,21.9,141.5,Stormy
2023-01-19,Jaipur,33.1,64,1036,7.9,55.8,Cloudy
2023-01-20,Bangalore,32.0,85,1017,2.2,178.5,Stormy
2023-01-21,Bangalore,37.7,28,1005,11.1,10.9,Cloudy
2023-01-22,Chennai,15.6,52,996,1.5,58.7,Rainy
2023-01-23,Pune,32.6,69,1004,9.3,80.8,Foggy
2023-01-24,Chennai,24.2,40,1045,25.0,187.1,Sunny
2023-01-25,Jaipur,34.6,89,992,11.4,55.1,Stormy
2023-01-26,Hyderabad,34.8,43,993,0.6,190.5,Rainy
2023-01-27,Pune,25.1,98,1024,14.0,1.0,Rainy
2023-01-28,Pune,17.5,85,1021,15.5,163.8,Rainy
2023-01-29,Pune,18.4,74,1002,5.7,16.2,Stormy
2023-01-30,Kolkata,37.8,32,1022,15.0,179.7,Stormy
2023-01-31,Hyderabad,37.6,57,988,24.1,80.4,Cloudy
2023-02-01,Jaipur,40.0,60,1001,21.5,52.2,Cloudy
2023-02-02,Bangalore,37.6,97,1019,23.0,178.5,Rainy
2023-02-03,Delhi,40.7,22,1040,13.6,57.0,Sunny
2023-02-04,Jaipur,17.6,78,990,6.6,132.0,Stormy
2023-02-05,Hyderabad,45.0,84,984,5.7,142.1,Sunny
2023-02-06,Pune,16.3,39,986,24.9,85.7,Foggy
2023-02-07,Jaipur,19.3,47,1029,15.0,13.8,Sunny
2023-02-08,Bangalore,37.5,22,999,11.9,71.3,Stormy
2023-02-09,Kolkata,42.3,44,998,12.5,67.3,Rainy
2023-02-10,Mumbai,33.8,100,1031,18.6,37.1,Foggy
2023-02-11,Hyderabad,27.0,33,1026,18.1,114.9,Cloudy
2023-02-12,Chennai,43.9,91,1014,0.3,105.7,Rainy
2023-02-13,Jaipur,23.4,29,1015,2.0,76.7,Sunny
2023-02-14,Pune,31.8,23,988,10.9,28.9,Cloudy
2023-02-15,Pune,32.1,45,991,20.7,0.5,Cloudy
2023-02-16,Mumbai,25.8,56,998,22.6,108.6,Stormy
2023-02-17,Jaipur,33.4,34,1012,10.5,13.0,Stormy
2023-02-18,Bangalore,16.6,21,1010,4.1,157.0,Rainy
2023-02-19,Delhi,16.2,89,1013,18.8,59.4,Cloudy
2023-02-20,Nagpur,16.3,78,983,23.8,5.9,Stormy
2023-02-21,Jaipur,39.1,61,982,12.3,141.5,Sunny
2023-02-22,Hyderabad,38.8,69,1009,21.6,187.8,Foggy
2023-02-23,Hyderabad,30.4,80,1040,2.5,106.6,Stormy
2023-02-24,Hyderabad,16.0,94,1038,3.5,61.6,Stormy
2023-02-25,Delhi,18.4,68,1007,12.1,58.3,Rainy
2023-02-26,Pune,26.6,57,1019,0.8,116.8,Cloudy
2023-02-27,Hyderabad,18.4,49,1024,21.8,123.4,Cloudy
2023-02-28,Kolkata,23.4,94,1001,6.9,12.3,Foggy
2023-03-01,Pune,26.4,31,986,10.9,45.4,Rainy
2023-03-02,Chennai,25.7,39,1035,4.5,191.2,Cloudy
2023-03-03,Chennai,19.5,30,981,17.3,52.6,Sunny
2023-03-04,Pune,25.7,34,999,16.7,142.4,Sunny
2023-03-05,Kolkata,18.4,41,1026,7.2,21.8,Foggy
2023-03-06,Pune,32.1,84,1047,8.0,118.7,Sunny
2023-03-07,Bangalore,35.1,81,1028,16.0,72.7,Sunny
2023-03-08,Nagpur,24.2,79,1048,1.3,104.2,Foggy
2023-03-09,Kolkata,30.4,21,1000,4.0,157.8,Stormy
2023-03-10,Delhi,39.2,83,1007,7.7,170.1,Stormy
2023-03-11,Chennai,15.4,24,1029,0.8,47.0,Cloudy
2023-03-12,Pune,30.5,70,1032,17.3,174.3,Stormy
2023-03-13,Jaipur,21.3,86,1025,20.1,87.1,Cloudy
2023-03-14,Jaipur,35.3,31,997,3.3,69.2,Cloudy
2023-03-15,Nagpur,38.9,52,1007,23.7,186.4,Cloudy
2023-03-16,Jaipur,44.6,72,1004,11.2,33.0,Cloudy
2023-03-17,Hyderabad,44.7,93,1035,2.7,193.3,Rainy
2023-03-18,Mumbai,38.2,81,1028,17.2,12.5,Stormy
2023-03-19,Ahmedabad,34.7,21,985,24.4,176.9,Rainy
2023-03-20,Delhi,40.2,24,1021,10.6,106.5,Foggy
2023-03-21,Hyderabad,43.6,59,982,22.3,14.2,Rainy
2023-03-22,Bangalore,25.7,24,1003,7.8,91.6,Foggy
2023-03-23,Ahmedabad,16.3,86,1036,13.0,74.1,Sunny
2023-03-24,Nagpur,40.6,73,1025,23.1,152.8,Cloudy
2023-03-25,Hyderabad,30.5,91,991,18.1,69.0,Rainy
2023-03-26,Chennai,43.6,73,1038,21.0,34.1,Rainy
2023-03-27,Bangalore,17.3,90,1040,14.8,114.7,Stormy
2023-03-28,Kolkata,20.5,50,1028,4.5,67.0,Stormy
2023-03-29,Mumbai,23.5,63,1025,11.5,3.8,Cloudy
2023-03-30,Chennai,30.1,44,987,12.9,106.6,Rainy
2023-03-31,Mumbai,20.4,47,1010,11.8,67.8,Foggy
2023-04-01,Kolkata,36.6,63,1013,11.3,195.5,Foggy
2023-04-02,Nagpur,38.7,31,1004,17.4,111.7,Foggy
2023-04-03,Ahmedabad,17.2,34,1033,13.9,69.4,Sunny
2023-04-04,Bangalore,25.4,84,988,13.8,194.0,Cloudy
2023-04-05,Pune,32.7,88,1028,10.1,121.1,Rainy
2023-04-06,Mumbai,18.2,54,1009,2.9,28.7,Rainy
2023-04-07,Chennai,28.6,28,1036,24.4,41.8,Cloudy
2023-04-08,Pune,30.1,65,1019,17.9,126.7,Rainy
2023-04-09,Nagpur,31.2,64,1049,4.9,199.8,Stormy
2023-04-10,Chennai,40.0,99,1027,22.9,132.6,Foggy
2023-04-11,Hyderabad,45.0,83,980,3.6,48.7,Cloudy
2023-04-12,Kolkata,20.1,52,1047,20.6,72.4,Cloudy
2023-04-13,Nagpur,41.7,100,982,4.1,23.9,Foggy
2023-04-14,Nagpur,34.7,93,1038,0.9,186.0,Sunny
2023-04-15,Ahmedabad,39.8,54,1045,3.2,30.5,Foggy
2023-04-16,Hyderabad,15.2,41,1042,23.1,19.1,Foggy
2023-04-17,Jaipur,18.0,38,1046,1.6,192.9,Sunny
2023-04-18,Chennai,31.8,89,1022,19.0,104.2,Rainy
2023-04-19,Jaipur,37.9,28,1038,14.3,114.5,Rainy
2023-04-20,Mumbai,22.7,43,1035,23.8,84.6,Rainy
2023-04-21,Jaipur,27.6,82,1034,7.1,104.7,Sunny
2023-04-22,Hyderabad,41.3,50,1001,5.1,162.7,Cloudy
2023-04-23,Bangalore,38.4,42,985,14.3,174.1,Cloudy
2023-04-24,Jaipur,42.4,49,1017,18.5,19.0,Stormy
2023-04-25,Pune,30.2,83,1039,14.1,189.2,Foggy
2023-04-26,Kolkata,23.7,99,994,5.6,93.2,Sunny
2023-04-27,Jaipur,17.9,88,1024,13.1,194.9,Foggy
2023-04-28,Pune,32.1,72,995,16.4,13.0,Rainy
2023-04-29,Bangalore,17.3,28,1043,8.1,195.4,Cloudy
2023-04-30,Ahmedabad,41.0,62,1001,16.4,75.7,Rainy
2023-05-01,Hyderabad,37.9,49,985,14.3,56.5,Stormy
2023-05-02,Jaipur,18.4,49,1006,22.8,112.5,Rainy
2023-05-03,Nagpur,29.4,22,1014,10.2,80.9,Stormy
2023-05-04,Kolkata,17.3,59,987,10.2,145.9,Foggy
2023-05-05,Hyderabad,43.1,25,1032,10.2,135.4,Stormy
2023-05-06,Kolkata,16.3,95,1034,24.2,146.3,Foggy
2023-05-07,Nagpur,43.5,88,1011,17.5,176.1,Sunny
2023-05-08,Hyderabad,23.8,33,1042,3.9,59.5,Foggy
2023-05-09,Pune,39.1,67,1034,14.0,173.5,Foggy
2023-05-10,Hyderabad,42.4,66,987,17.3,143.4,Sunny
2023-05-11,Hyderabad,15.9,60,1027,21.7,187.4,Sunny
2023-05-12,Delhi,30.8,25,1004,17.9,158.1,Cloudy
2023-05-13,Bangalore,17.7,32,1036,11.3,75.2,Cloudy
2023-05-14,Mumbai,43.2,69,1015,18.6,96.4,Foggy
2023-05-15,Bangalore,26.4,81,1010,10.3,53.2,Sunny
2023-05-16,Chennai,43.6,45,1045,23.5,70.5,Sunny
2023-05-17,Chennai,29.7,98,1018,18.0,146.7,Sunny
2023-05-18,Mumbai,41.8,98,1044,9.4,68.1,Cloudy
2023-05-19,Bangalore,43.0,68,1034,2.2,170.8,Sunny
2023-05-20,Kolkata,37.7,83,1017,10.8,9.9,Stormy
2023-05-21,Nagpur,34.5,34,1019,17.7,197.2,Rainy
2023-05-22,Chennai,18.9,56,1032,5.9,142.5,Cloudy
2023-05-23,Nagpur,22.3,55,1011,23.3,59.1,Sunny
2023-05-24,Bangalore,39.7,54,1020,1.6,115.5,Sunny
2023-05-25,Nagpur,19.4,56,988,13.1,61.6,Sunny
2023-05-26,Pune,16.6,31,984,3.8,142.4,Foggy
2023-05-27,Bangalore,41.1,27,1030,16.9,87.0,Rainy
2023-05-28,Bangalore,28.9,91,1004,15.7,34.8,Sunny
2023-05-29,Ahmedabad,28.4,27,1015,14.4,97.0,Cloudy
2023-05-30,Ahmedabad,34.5,73,997,10.5,192.2,Cloudy
2023-05-31,Bangalore,41.7,55,1031,5.3,119.0,Sunny
2023-06-01,Pune,28.4,46,1033,20.5,2.2,Foggy
2023-06-02,Nagpur,35.1,27,1038,13.2,188.0,Sunny
2023-06-03,Nagpur,19.1,27,1050,7.8,194.1,Stormy
2023-06-04,Ahmedabad,27.7,22,997,20.9,29.7,Cloudy
2023-06-05,Hyderabad,32.5,24,980,9.7,140.1,Sunny
2023-06-06,Ahmedabad,43.3,50,1014,18.9,192.8,Rainy
2023-06-07,Pune,38.1,77,1010,18.7,164.1,Foggy
2023-06-08,Nagpur,33.3,76,1033,19.6,72.8,Foggy
2023-06-09,Ahmedabad,36.5,41,991,8.5,86.7,Rainy
2023-06-10,Chennai,18.4,89,987,6.6,162.0,Rainy
2023-06-11,Delhi,40.2,32,984,24.3,133.0,Stormy
2023-06-12,Delhi,31.4,93,1025,5.7,1.0,Rainy
2023-06-13,Delhi,16.0,93,1029,9.2,138.4,Sunny
2023-06-14,Kolkata,27.4,60,1025,19.0,73.0,Sunny
2023-06-15,Delhi,43.4,59,1045,10.4,160.7,Rainy
2023-06-16,Jaipur,23.2,50,1049,5.5,49.7,Foggy
2023-06-17,Nagpur,37.7,93,1029,9.4,32.8,Stormy
2023-06-18,Pune,21.7,46,1005,4.2,34.0,Foggy
2023-06-19,Delhi,28.3,39,985,8.5,156.0,Foggy
2023-06-20,Bangalore,30.7,94,1043,12.8,144.0,Rainy
2023-06-21,Nagpur,31.6,83,992,13.0,85.8,Stormy
2023-06-22,Pune,40.6,23,1025,13.0,19.0,Cloudy
2023-06-23,Ahmedabad,33.9,44,993,23.1,119.4,Foggy
2023-06-24,Pune,41.6,99,1023,18.6,109.0,Foggy
2023-06-25,Hyderabad,21.1,43,1037,14.2,7.9,Rainy
2023-06-26,Kolkata,41.4,25,1013,24.6,65.8,Stormy
2023-06-27,Nagpur,26.8,27,1031,17.4,151.3,Foggy
2023-06-28,Bangalore,21.2,70,990,17.4,191.7,Cloudy
2023-06-29,Mumbai,26.0,88,983,15.4,34.1,Stormy
2023-06-30,Nagpur,41.6,98,1043,6.7,160.9,Cloudy
2023-07-01,Pune,25.8,42,1010,14.1,85.1,Stormy
2023-07-02,Hyderabad,26.2,35,1008,17.8,84.8,Stormy
2023-07-03,Mumbai,28.0,63,1018,7.6,179.3,Stormy
2023-07-04,Kolkata,44.1,96,993,7.0,18.7,Rainy
2023-07-05,Jaipur,43.3,39,1038,16.2,67.8,Stormy
2023-07-06,Delhi,26.7,76,1044,24.3,113.3,Foggy
2023-07-07,Chennai,17.2,95,980,6.2,176.8,Cloudy
2023-07-08,Hyderabad,40.6,34,1035,23.6,74.1,Rainy
2023-07-09,Bangalore,17.8,72,1043,7.2,41.3,Foggy
2023-07-10,Hyderabad,32.8,31,1049,4.0,184.3,Stormy
2023-07-11,Ahmedabad,39.4,99,996,20.2,125.9,Rainy
2023-07-12,Hyderabad,27.1,95,1012,11.2,90.3,Sunny
2023-07-13,Nagpur,39.1,62,1037,1.4,21.9,Cloudy
2023-07-14,Nagpur,39.9,29,995,0.8,113.6,Sunny
2023-07-15,Hyderabad,25.8,86,1014,2.9,37.4,Stormy
2023-07-16,Pune,39.9,53,1029,20.8,16.8,Sunny
2023-07-17,Jaipur,26.2,52,1032,10.0,29.5,Foggy
2023-07-18,Hyderabad,25.3,93,1007,3.4,106.3,Stormy
2023-07-19,Nagpur,20.7,24,1021,14.0,49.6,Sunny
2023-07-20,Mumbai,24.8,66,1010,22.8,144.9,Stormy
2023-07-21,Jaipur,21.8,94,1003,4.6,149.0,Stormy
2023-07-22,Delhi,23.1,53,1015,18.5,170.3,Stormy
2023-07-23,Hyderabad,35.5,30,1036,11.6,197.0,Sunny
2023-07-24,Chennai,35.6,60,985,0.7,181.4,Foggy
2023-07-25,Bangalore,17.8,99,1028,0.8,144.3,Cloudy
2023-07-26,Hyderabad,40.0,43,986,16.0,113.4,Sunny
2023-07-27,Ahmedabad,40.9,72,986,5.2,95.4,Rainy
2023-07-28,Bangalore,38.4,97,995,16.4,26.9,Stormy
2023-07-29,Ahmedabad,28.8,35,1050,8.2,102.5,Rainy
2023-07-30,Mumbai,37.5,27,980,11.6,53.4,Sunny
2023-07-31,Kolkata,40.3,54,995,9.4,16.2,Rainy
2023-08-01,Pune,21.5,58,1046,25.0,187.1,Foggy
2023-08-02,Pune,27.9,69,1014,24.5,155.8,Cloudy
2023-08-03,Bangalore,15.3,76,1029,20.0,75.3,Rainy
2023-08-04,Jaipur,37.1,42,982,3.4,10.3,Cloudy
2023-08-05,Chennai,27.4,66,1008,9.3,93.4,Cloudy
2023-08-06,Kolkata,29.4,76,1011,23.6,14.6,Sunny
2023-08-07,Ahmedabad,28.0,63,1012,21.0,30.5,Foggy
2023-08-08,Hyderabad,41.0,76,1013,9.1,196.8,Foggy
2023-08-09,Bangalore,32.0,91,1011,3.0,88.9,Sunny
2023-08-10,Hyderabad,21.9,35,985,11.2,35.7,Sunny
2023-08-11,Hyderabad,18.6,70,1046,24.4,113.4,Stormy
2023-08-12,Nagpur,32.1,43,1027,24.1,57.9,Sunny
2023-08-13,Chennai,37.4,52,1037,0.4,144.6,Stormy
2023-08-14,Mumbai,15.7,97,1046,11.7,22.1,Stormy
2023-08-15,Nagpur,36.2,65,1002,3.8,100.1,Cloudy
2023-08-16,Chennai,32.2,73,1018,21.9,93.6,Foggy
2023-08-17,Pune,27.7,21,997,14.7,189.6,Sunny
2023-08-18,Pune,43.4,37,1036,4.5,85.8,Foggy
2023-08-19,Chennai,36.2,27,1025,16.0,113.2,Sunny
2023-08-20,Nagpur,37.2,34,1045,3.4,67.8,Foggy
2023-08-21,Hyderabad,17.6,87,987,4.3,40.0,Cloudy
2023-08-22,Ahmedabad,43.8,56,984,0.2,20.0,Rainy
2023-08-23,Chennai,44.8,97,986,2.6,46.6,Sunny
2023-08-24,Delhi,21.3,80,1035,3.0,89.0,Cloudy
2023-08-25,Ahmedabad,17.5,98,1026,1.5,10.7,Sunny
2023-08-26,Mumbai,39.5,25,986,18.9,97.4,Cloudy
2023-08-27,Chennai,31.4,97,1004,5.3,43.1,Sunny
2023-08-28,Nagpur,22.8,47,1014,17.3,123.7,Cloudy
2023-08-29,Kolkata,34.7,83,1016,10.2,147.7,Stormy
2023-08-30,Mumbai,20.3,36,1031,23.0,74.0,Rainy
2023-08-31,Pune,16.0,56,1035,1.8,119.0,Rainy
2023-09-01,Mumbai,21.4,33,1044,0.4,99.1,Foggy
2023-09-02,Pune,37.3,46,1034,24.8,81.8,Stormy
2023-09-03,Ahmedabad,23.2,55,984,5.0,34.1,Stormy
2023-09-04,Hyderabad,20.0,32,998,13.7,37.9,Stormy
2023-09-05,Nagpur,16.1,82,1029,12.0,63.5,Cloudy
2023-09-06,Bangalore,42.0,80,1017,14.9,102.0,Stormy
2023-09-07,Pune,20.4,79,987,8.3,87.3,Sunny
2023-09-08,Jaipur,32.5,23,1041,16.4,147.7,Cloudy
2023-09-09,Ahmedabad,43.4,38,984,8.5,79.0,Sunny
2023-09-10,Delhi,33.2,73,1013,5.7,129.0,Rainy
2023-09-11,Ahmedabad,37.2,58,1005,13.8,192.8,Foggy
2023-09-12,Delhi,24.1,66,998,21.8,85.8,Foggy
2023-09-13,Jaipur,39.0,66,996,5.5,85.8,Cloudy
2023-09-14,Delhi,39.3,81,1023,12.4,118.7,Stormy
2023-09-15,Bangalore,17.6,38,1031,3.2,133.1,Cloudy
2023-09-16,Mumbai,28.3,74,1018,1.1,43.3,Cloudy
2023-09-17,Kolkata,20.8,38,1043,16.8,0.7,Sunny
2023-09-18,Hyderabad,24.7,40,1021,1.1,152.2,Foggy
2023-09-19,Pune,33.2,32,1025,13.0,156.5,Stormy
2023-09-20,Pune,23.1,92,1002,11.6,138.4,Stormy
2023-09-21,Nagpur,20.6,88,1004,11.1,118.3,Foggy
2023-09-22,Bangalore,22.1,54,1004,23.1,147.0,Stormy
2023-09-23,Bangalore,29.9,68,1006,7.5,142.2,Cloudy
2023-09-24,Jaipur,23.3,67,1005,5.8,20.1,Foggy
2023-09-25,Nagpur,24.5,93,1026,18.7,8.4,Cloudy
2023-09-26,Delhi,16.4,28,1026,3.9,18.0,Cloudy
2023-09-27,Jaipur,20.7,70,1047,12.5,191.2,Cloudy
2023-09-28,Bangalore,37.7,91,1027,4.5,189.8,Foggy
2023-09-29,Mumbai,40.0,43,1002,5.6,78.1,Foggy
2023-09-30,Bangalore,25.2,32,1036,12.7,122.4,Sunny
2023-10-01,Delhi,35.9,44,991,1.9,121.4,Sunny
2023-10-02,Pune,42.0,20,1029,18.3,55.8,Rainy
2023-10-03,Chennai,38.8,29,1014,3.9,81.2,Sunny
2023-10-04,Bangalore,24.3,49,1025,21.2,3.2,Rainy
2023-10-05,Jaipur,34.4,76,1050,1.4,155.3,Foggy
2023-10-06,Pune,38.1,21,1048,7.0,167.8,Sunny
2023-10-07,Mumbai,17.0,96,1036,17.5,130.1,Sunny
2023-10-08,Bangalore,27.9,67,1004,10.9,128.0,Foggy
2023-10-09,Bangalore,24.8,75,1035,3.2,21.8,Foggy
2023-10-10,Hyderabad,18.1,45,997,21.6,168.9,Sunny
2023-10-11,Delhi,32.3,73,1005,18.2,196.0,Stormy
